filename,width,height,class,xmin,ymin,xmax,ymax
Karies-1-sharpen.jpg,793,515,karies,509,282,539,309
Karies-1-sharpen.jpg,793,515,karies,140,324,172,358
Karies-1-sharpen.jpg,793,515,karies,661,245,735,302
Karies-1-sharpen.jpg,793,515,karies,719,183,773,227
Karies-1.jpg,793,515,karies,49,147,120,184
Karies-1.jpg,793,515,karies,414,306,459,351
Karies-1.jpg,793,515,karies,505,354,546,387
Karies-1.jpg,793,515,karies,702,331,787,385
Karies-1.jpg,793,515,karies,723,132,762,171
Karies-1.jpg,793,515,karies,509,282,539,309
Karies-1.jpg,793,515,karies,140,324,172,358
Karies-1.jpg,793,515,karies,661,245,735,302
Karies-1.jpg,793,515,karies,719,183,773,227
Karies-10-BGR.jpg,792,520,karies,596,365,666,443
Karies-10-BGR.jpg,792,520,karies,681,355,718,389
Karies-10-BGR.jpg,792,520,karies,494,394,567,446
Karies-10-BGR.jpg,792,520,karies,390,408,436,438
Karies-10-BGR.jpg,792,520,karies,296,343,371,421
Karies-10-BGR.jpg,792,520,karies,216,373,266,413
Karies-10-BGR.jpg,792,520,karies,526,165,552,190
Karies-10-BGR.jpg,792,520,karies,63,346,103,379
Karies-10-BGR.jpg,792,520,karies,35,278,79,325
Karies-10-gaussian-blur.jpg,792,520,karies,596,365,666,443
Karies-10-gaussian-blur.jpg,792,520,karies,681,355,718,389
Karies-10-gaussian-blur.jpg,792,520,karies,494,394,567,446
Karies-10-gaussian-blur.jpg,792,520,karies,390,408,436,438
Karies-10-gaussian-blur.jpg,792,520,karies,296,343,371,421
Karies-10-gaussian-blur.jpg,792,520,karies,216,373,266,413
Karies-10-gaussian-blur.jpg,792,520,karies,526,165,552,190
Karies-10-gaussian-blur.jpg,792,520,karies,63,346,103,379
Karies-10-gaussian-blur.jpg,792,520,karies,35,278,79,325
Karies-10-grayscale.jpg,792,520,karies,596,365,666,443
Karies-10-grayscale.jpg,792,520,karies,681,355,718,389
Karies-10-grayscale.jpg,792,520,karies,494,394,567,446
Karies-10-grayscale.jpg,792,520,karies,390,408,436,438
Karies-10-grayscale.jpg,792,520,karies,296,343,371,421
Karies-10-grayscale.jpg,792,520,karies,216,373,266,413
Karies-10-grayscale.jpg,792,520,karies,526,165,552,190
Karies-10-grayscale.jpg,792,520,karies,63,346,103,379
Karies-10-grayscale.jpg,792,520,karies,35,278,79,325
Karies-10-noise.jpg,792,520,karies,596,365,666,443
Karies-10-noise.jpg,792,520,karies,681,355,718,389
Karies-10-noise.jpg,792,520,karies,494,394,567,446
Karies-10-noise.jpg,792,520,karies,390,408,436,438
Karies-10-noise.jpg,792,520,karies,296,343,371,421
Karies-10-noise.jpg,792,520,karies,216,373,266,413
Karies-10-noise.jpg,792,520,karies,526,165,552,190
Karies-10-noise.jpg,792,520,karies,63,346,103,379
Karies-10-noise.jpg,792,520,karies,35,278,79,325
Karies-10-sharpen.jpg,792,520,karies,596,365,666,443
Karies-10-sharpen.jpg,792,520,karies,681,355,718,389
Karies-10-sharpen.jpg,792,520,karies,494,394,567,446
Karies-10-sharpen.jpg,792,520,karies,390,408,436,438
Karies-10-sharpen.jpg,792,520,karies,296,343,371,421
Karies-10-sharpen.jpg,792,520,karies,216,373,266,413
Karies-10-sharpen.jpg,792,520,karies,526,165,552,190
Karies-10-sharpen.jpg,792,520,karies,63,346,103,379
Karies-10-sharpen.jpg,792,520,karies,35,278,79,325
Karies-10.jpg,792,520,karies,596,365,666,443
Karies-10.jpg,792,520,karies,681,355,718,389
Karies-10.jpg,792,520,karies,494,394,567,446
Karies-10.jpg,792,520,karies,390,408,436,438
Karies-10.jpg,792,520,karies,296,343,371,421
Karies-10.jpg,792,520,karies,216,373,266,413
Karies-10.jpg,792,520,karies,526,165,552,190
Karies-10.jpg,792,520,karies,63,346,103,379
Karies-10.jpg,792,520,karies,35,278,79,325
Karies-11-BGR.jpg,500,312,karies,1,65,50,112
Karies-11-BGR.jpg,500,312,karies,133,39,245,121
Karies-11-BGR.jpg,500,312,karies,261,44,370,110
Karies-11-BGR.jpg,500,312,karies,447,70,500,109
Karies-11-BGR.jpg,500,312,karies,375,91,407,124
Karies-11-gaussian-blur.jpg,500,312,karies,1,65,50,112
Karies-11-gaussian-blur.jpg,500,312,karies,133,39,245,121
Karies-11-gaussian-blur.jpg,500,312,karies,261,44,370,110
Karies-11-gaussian-blur.jpg,500,312,karies,447,70,500,109
Karies-11-gaussian-blur.jpg,500,312,karies,375,91,407,124
Karies-11-grayscale.jpg,500,312,karies,1,65,50,112
Karies-11-grayscale.jpg,500,312,karies,133,39,245,121
Karies-11-grayscale.jpg,500,312,karies,261,44,370,110
Karies-11-grayscale.jpg,500,312,karies,447,70,500,109
Karies-11-grayscale.jpg,500,312,karies,375,91,407,124
Karies-11-noise.jpg,500,312,karies,1,65,50,112
Karies-11-noise.jpg,500,312,karies,133,39,245,121
Karies-11-noise.jpg,500,312,karies,261,44,370,110
Karies-11-noise.jpg,500,312,karies,447,70,500,109
Karies-11-noise.jpg,500,312,karies,375,91,407,124
Karies-11-sharpen.jpg,500,312,karies,1,65,50,112
Karies-11-sharpen.jpg,500,312,karies,133,39,245,121
Karies-11-sharpen.jpg,500,312,karies,261,44,370,110
Karies-11-sharpen.jpg,500,312,karies,447,70,500,109
Karies-11-sharpen.jpg,500,312,karies,375,91,407,124
Karies-11.jpg,500,312,karies,1,65,50,112
Karies-11.jpg,500,312,karies,133,39,245,121
Karies-11.jpg,500,312,karies,261,44,370,110
Karies-11.jpg,500,312,karies,447,70,500,109
Karies-11.jpg,500,312,karies,375,91,407,124
Karies-12-BGR.jpg,1124,721,karies,748,238,800,297
Karies-12-BGR.jpg,1124,721,karies,493,177,550,217
Karies-12-BGR.jpg,1124,721,karies,234,154,295,209
Karies-12-BGR.jpg,1124,721,karies,373,209,449,278
Karies-12-BGR.jpg,1124,721,karies,784,475,840,515
Karies-12-BGR.jpg,1124,721,karies,410,494,448,526
Karies-12-BGR.jpg,1124,721,karies,170,145,211,202
Karies-12-gaussian-blur.jpg,1124,721,karies,748,238,800,297
Karies-12-gaussian-blur.jpg,1124,721,karies,493,177,550,217
Karies-12-gaussian-blur.jpg,1124,721,karies,234,154,295,209
Karies-12-gaussian-blur.jpg,1124,721,karies,373,209,449,278
Karies-12-gaussian-blur.jpg,1124,721,karies,784,475,840,515
Karies-12-gaussian-blur.jpg,1124,721,karies,410,494,448,526
Karies-12-gaussian-blur.jpg,1124,721,karies,170,145,211,202
Karies-12-grayscale.jpg,1124,721,karies,748,238,800,297
Karies-12-grayscale.jpg,1124,721,karies,493,177,550,217
Karies-12-grayscale.jpg,1124,721,karies,234,154,295,209
Karies-12-grayscale.jpg,1124,721,karies,373,209,449,278
Karies-12-grayscale.jpg,1124,721,karies,784,475,840,515
Karies-12-grayscale.jpg,1124,721,karies,410,494,448,526
Karies-12-grayscale.jpg,1124,721,karies,170,145,211,202
Karies-12-noise.jpg,1124,721,karies,748,238,800,297
Karies-12-noise.jpg,1124,721,karies,493,177,550,217
Karies-12-noise.jpg,1124,721,karies,234,154,295,209
Karies-12-noise.jpg,1124,721,karies,373,209,449,278
Karies-12-noise.jpg,1124,721,karies,784,475,840,515
Karies-12-noise.jpg,1124,721,karies,410,494,448,526
Karies-12-noise.jpg,1124,721,karies,170,145,211,202
Karies-12-sharpen.jpg,1124,721,karies,748,238,800,297
Karies-12-sharpen.jpg,1124,721,karies,493,177,550,217
Karies-12-sharpen.jpg,1124,721,karies,234,154,295,209
Karies-12-sharpen.jpg,1124,721,karies,373,209,449,278
Karies-12-sharpen.jpg,1124,721,karies,784,475,840,515
Karies-12-sharpen.jpg,1124,721,karies,410,494,448,526
Karies-12-sharpen.jpg,1124,721,karies,170,145,211,202
Karies-12.jpg,1124,721,karies,748,238,800,297
Karies-12.jpg,1124,721,karies,493,177,550,217
Karies-12.jpg,1124,721,karies,234,154,295,209
Karies-12.jpg,1124,721,karies,373,209,449,278
Karies-12.jpg,1124,721,karies,784,475,840,515
Karies-12.jpg,1124,721,karies,410,494,448,526
Karies-12.jpg,1124,721,karies,170,145,211,202
Karies-13-BGR.jpg,790,519,karies,12,351,99,420
Karies-13-BGR.jpg,790,519,karies,112,327,209,418
Karies-13-BGR.jpg,790,519,karies,216,326,315,409
Karies-13-BGR.jpg,790,519,karies,334,318,412,417
Karies-13-BGR.jpg,790,519,karies,429,340,509,407
Karies-13-BGR.jpg,790,519,karies,514,294,597,403
Karies-13-BGR.jpg,790,519,karies,690,340,764,457
Karies-13-BGR.jpg,790,519,karies,741,93,779,132
Karies-13-BGR.jpg,790,519,karies,707,63,750,122
Karies-13-BGR.jpg,790,519,karies,758,355,790,402
Karies-13-gaussian-blur.jpg,790,519,karies,12,351,99,420
Karies-13-gaussian-blur.jpg,790,519,karies,112,327,209,418
Karies-13-gaussian-blur.jpg,790,519,karies,216,326,315,409
Karies-13-gaussian-blur.jpg,790,519,karies,334,318,412,417
Karies-13-gaussian-blur.jpg,790,519,karies,429,340,509,407
Karies-13-gaussian-blur.jpg,790,519,karies,514,294,597,403
Karies-13-gaussian-blur.jpg,790,519,karies,690,340,764,457
Karies-13-gaussian-blur.jpg,790,519,karies,741,93,779,132
Karies-13-gaussian-blur.jpg,790,519,karies,707,63,750,122
Karies-13-gaussian-blur.jpg,790,519,karies,758,355,790,402
Karies-13-grayscale.jpg,790,519,karies,12,351,99,420
Karies-13-grayscale.jpg,790,519,karies,112,327,209,418
Karies-13-grayscale.jpg,790,519,karies,216,326,315,409
Karies-13-grayscale.jpg,790,519,karies,334,318,412,417
Karies-13-grayscale.jpg,790,519,karies,429,340,509,407
Karies-13-grayscale.jpg,790,519,karies,514,294,597,403
Karies-13-grayscale.jpg,790,519,karies,690,340,764,457
Karies-13-grayscale.jpg,790,519,karies,741,93,779,132
Karies-13-grayscale.jpg,790,519,karies,707,63,750,122
Karies-13-grayscale.jpg,790,519,karies,758,355,790,402
Karies-13-noise.jpg,790,519,karies,12,351,99,420
Karies-13-noise.jpg,790,519,karies,112,327,209,418
Karies-13-noise.jpg,790,519,karies,216,326,315,409
Karies-13-noise.jpg,790,519,karies,334,318,412,417
Karies-13-noise.jpg,790,519,karies,429,340,509,407
Karies-13-noise.jpg,790,519,karies,514,294,597,403
Karies-13-noise.jpg,790,519,karies,690,340,764,457
Karies-13-noise.jpg,790,519,karies,741,93,779,132
Karies-13-noise.jpg,790,519,karies,707,63,750,122
Karies-13-noise.jpg,790,519,karies,758,355,790,402
Karies-13-sharpen.jpg,790,519,karies,12,351,99,420
Karies-13-sharpen.jpg,790,519,karies,112,327,209,418
Karies-13-sharpen.jpg,790,519,karies,216,326,315,409
Karies-13-sharpen.jpg,790,519,karies,334,318,412,417
Karies-13-sharpen.jpg,790,519,karies,429,340,509,407
Karies-13-sharpen.jpg,790,519,karies,514,294,597,403
Karies-13-sharpen.jpg,790,519,karies,690,340,764,457
Karies-13-sharpen.jpg,790,519,karies,741,93,779,132
Karies-13-sharpen.jpg,790,519,karies,707,63,750,122
Karies-13-sharpen.jpg,790,519,karies,758,355,790,402
Karies-13.jpg,790,519,karies,12,351,99,420
Karies-13.jpg,790,519,karies,112,327,209,418
Karies-13.jpg,790,519,karies,216,326,315,409
Karies-13.jpg,790,519,karies,334,318,412,417
Karies-13.jpg,790,519,karies,429,340,509,407
Karies-13.jpg,790,519,karies,514,294,597,403
Karies-13.jpg,790,519,karies,690,340,764,457
Karies-13.jpg,790,519,karies,741,93,779,132
Karies-13.jpg,790,519,karies,707,63,750,122
Karies-13.jpg,790,519,karies,758,355,790,402
Karies-14-BGR.jpg,502,226,karies,3,137,39,184
Karies-14-BGR.jpg,502,226,karies,69,91,91,129
Karies-14-BGR.jpg,502,226,karies,137,81,188,147
Karies-14-BGR.jpg,502,226,karies,229,95,262,144
Karies-14-BGR.jpg,502,226,karies,314,91,355,141
Karies-14-BGR.jpg,502,226,karies,404,101,431,138
Karies-14-BGR.jpg,502,226,karies,264,207,288,226
Karies-14-gaussian-blur.jpg,502,226,karies,3,137,39,184
Karies-14-gaussian-blur.jpg,502,226,karies,69,91,91,129
Karies-14-gaussian-blur.jpg,502,226,karies,137,81,188,147
Karies-14-gaussian-blur.jpg,502,226,karies,229,95,262,144
Karies-14-gaussian-blur.jpg,502,226,karies,314,91,355,141
Karies-14-gaussian-blur.jpg,502,226,karies,404,101,431,138
Karies-14-gaussian-blur.jpg,502,226,karies,264,207,288,226
Karies-14-grayscale.jpg,502,226,karies,3,137,39,184
Karies-14-grayscale.jpg,502,226,karies,69,91,91,129
Karies-14-grayscale.jpg,502,226,karies,137,81,188,147
Karies-14-grayscale.jpg,502,226,karies,229,95,262,144
Karies-14-grayscale.jpg,502,226,karies,314,91,355,141
Karies-14-grayscale.jpg,502,226,karies,404,101,431,138
Karies-14-grayscale.jpg,502,226,karies,264,207,288,226
Karies-14-noise.jpg,502,226,karies,3,137,39,184
Karies-14-noise.jpg,502,226,karies,69,91,91,129
Karies-14-noise.jpg,502,226,karies,137,81,188,147
Karies-14-noise.jpg,502,226,karies,229,95,262,144
Karies-14-noise.jpg,502,226,karies,314,91,355,141
Karies-14-noise.jpg,502,226,karies,404,101,431,138
Karies-14-noise.jpg,502,226,karies,264,207,288,226
Karies-14-sharpen.jpg,502,226,karies,3,137,39,184
Karies-14-sharpen.jpg,502,226,karies,69,91,91,129
Karies-14-sharpen.jpg,502,226,karies,137,81,188,147
Karies-14-sharpen.jpg,502,226,karies,229,95,262,144
Karies-14-sharpen.jpg,502,226,karies,314,91,355,141
Karies-14-sharpen.jpg,502,226,karies,404,101,431,138
Karies-14-sharpen.jpg,502,226,karies,264,207,288,226
Karies-14.jpg,502,226,karies,3,137,39,184
Karies-14.jpg,502,226,karies,69,91,91,129
Karies-14.jpg,502,226,karies,137,81,188,147
Karies-14.jpg,502,226,karies,229,95,262,144
Karies-14.jpg,502,226,karies,314,91,355,141
Karies-14.jpg,502,226,karies,404,101,431,138
Karies-14.jpg,502,226,karies,264,207,288,226
Karies-15-BGR.jpg,244,187,karies,75,36,111,59
Karies-15-BGR.jpg,244,187,karies,132,29,168,47
Karies-15-BGR.jpg,244,187,karies,174,30,204,70
Karies-15-BGR.jpg,244,187,karies,206,37,230,69
Karies-15-BGR.jpg,244,187,karies,39,37,70,62
Karies-15-BGR.jpg,244,187,karies,9,38,36,60
Karies-15-BGR.jpg,244,187,karies,204,124,224,145
Karies-15-BGR.jpg,244,187,karies,49,115,77,132
Karies-15-BGR.jpg,244,187,karies,107,105,121,123
Karies-15-BGR.jpg,244,187,karies,133,137,150,152
Karies-15-BGR.jpg,244,187,karies,222,106,239,122
Karies-15-BGR.jpg,244,187,karies,25,112,45,129
Karies-15-gaussian-blur.jpg,244,187,karies,75,36,111,59
Karies-15-gaussian-blur.jpg,244,187,karies,132,29,168,47
Karies-15-gaussian-blur.jpg,244,187,karies,174,30,204,70
Karies-15-gaussian-blur.jpg,244,187,karies,206,37,230,69
Karies-15-gaussian-blur.jpg,244,187,karies,39,37,70,62
Karies-15-gaussian-blur.jpg,244,187,karies,9,38,36,60
Karies-15-gaussian-blur.jpg,244,187,karies,204,124,224,145
Karies-15-gaussian-blur.jpg,244,187,karies,49,115,77,132
Karies-15-gaussian-blur.jpg,244,187,karies,107,105,121,123
Karies-15-gaussian-blur.jpg,244,187,karies,133,137,150,152
Karies-15-gaussian-blur.jpg,244,187,karies,222,106,239,122
Karies-15-gaussian-blur.jpg,244,187,karies,25,112,45,129
Karies-15-grayscale.jpg,244,187,karies,75,36,111,59
Karies-15-grayscale.jpg,244,187,karies,132,29,168,47
Karies-15-grayscale.jpg,244,187,karies,174,30,204,70
Karies-15-grayscale.jpg,244,187,karies,206,37,230,69
Karies-15-grayscale.jpg,244,187,karies,39,37,70,62
Karies-15-grayscale.jpg,244,187,karies,9,38,36,60
Karies-15-grayscale.jpg,244,187,karies,204,124,224,145
Karies-15-grayscale.jpg,244,187,karies,49,115,77,132
Karies-15-grayscale.jpg,244,187,karies,107,105,121,123
Karies-15-grayscale.jpg,244,187,karies,133,137,150,152
Karies-15-grayscale.jpg,244,187,karies,222,106,239,122
Karies-15-grayscale.jpg,244,187,karies,25,112,45,129
Karies-15-noise.jpg,244,187,karies,75,36,111,59
Karies-15-noise.jpg,244,187,karies,132,29,168,47
Karies-15-noise.jpg,244,187,karies,174,30,204,70
Karies-15-noise.jpg,244,187,karies,206,37,230,69
Karies-15-noise.jpg,244,187,karies,39,37,70,62
Karies-15-noise.jpg,244,187,karies,9,38,36,60
Karies-15-noise.jpg,244,187,karies,204,124,224,145
Karies-15-noise.jpg,244,187,karies,49,115,77,132
Karies-15-noise.jpg,244,187,karies,107,105,121,123
Karies-15-noise.jpg,244,187,karies,133,137,150,152
Karies-15-noise.jpg,244,187,karies,222,106,239,122
Karies-15-noise.jpg,244,187,karies,25,112,45,129
Karies-15-sharpen.jpg,244,187,karies,75,36,111,59
Karies-15-sharpen.jpg,244,187,karies,132,29,168,47
Karies-15-sharpen.jpg,244,187,karies,174,30,204,70
Karies-15-sharpen.jpg,244,187,karies,206,37,230,69
Karies-15-sharpen.jpg,244,187,karies,39,37,70,62
Karies-15-sharpen.jpg,244,187,karies,9,38,36,60
Karies-15-sharpen.jpg,244,187,karies,204,124,224,145
Karies-15-sharpen.jpg,244,187,karies,49,115,77,132
Karies-15-sharpen.jpg,244,187,karies,107,105,121,123
Karies-15-sharpen.jpg,244,187,karies,133,137,150,152
Karies-15-sharpen.jpg,244,187,karies,222,106,239,122
Karies-15-sharpen.jpg,244,187,karies,25,112,45,129
Karies-15.jpg,244,187,karies,75,36,111,59
Karies-15.jpg,244,187,karies,132,29,168,47
Karies-15.jpg,244,187,karies,174,30,204,70
Karies-15.jpg,244,187,karies,206,37,230,69
Karies-15.jpg,244,187,karies,39,37,70,62
Karies-15.jpg,244,187,karies,9,38,36,60
Karies-15.jpg,244,187,karies,204,124,224,145
Karies-15.jpg,244,187,karies,49,115,77,132
Karies-15.jpg,244,187,karies,107,105,121,123
Karies-15.jpg,244,187,karies,133,137,150,152
Karies-15.jpg,244,187,karies,222,106,239,122
Karies-15.jpg,244,187,karies,25,112,45,129
Karies-16-BGR.jpg,450,244,karies,261,39,309,90
Karies-16-BGR.jpg,450,244,karies,171,55,223,83
Karies-16-BGR.jpg,450,244,karies,133,78,162,101
Karies-16-BGR.jpg,450,244,karies,40,164,61,177
Karies-16-gaussian-blur.jpg,450,244,karies,261,39,309,90
Karies-16-gaussian-blur.jpg,450,244,karies,171,55,223,83
Karies-16-gaussian-blur.jpg,450,244,karies,133,78,162,101
Karies-16-gaussian-blur.jpg,450,244,karies,40,164,61,177
Karies-16-grayscale.jpg,450,244,karies,261,39,309,90
Karies-16-grayscale.jpg,450,244,karies,171,55,223,83
Karies-16-grayscale.jpg,450,244,karies,133,78,162,101
Karies-16-grayscale.jpg,450,244,karies,40,164,61,177
Karies-16-noise.jpg,450,244,karies,261,39,309,90
Karies-16-noise.jpg,450,244,karies,171,55,223,83
Karies-16-noise.jpg,450,244,karies,133,78,162,101
Karies-16-noise.jpg,450,244,karies,40,164,61,177
Karies-16-sharpen.jpg,450,244,karies,261,39,309,90
Karies-16-sharpen.jpg,450,244,karies,171,55,223,83
Karies-16-sharpen.jpg,450,244,karies,133,78,162,101
Karies-16-sharpen.jpg,450,244,karies,40,164,61,177
Karies-16.jpg,450,244,karies,261,39,309,90
Karies-16.jpg,450,244,karies,171,55,223,83
Karies-16.jpg,450,244,karies,133,78,162,101
Karies-16.jpg,450,244,karies,40,164,61,177
Karies-17-BGR.jpg,300,198,karies,126,33,140,46
Karies-17-BGR.jpg,300,198,karies,91,43,108,52
Karies-17-BGR.jpg,300,198,karies,57,43,70,50
